review_id,user_id,review_date,review,pos_food_and_beverages_summary,pos_inflight_entertainment_summary,pos_wifi_connectivity_summary,pos_value_for_money_summary,pos_ground_service_summary,pos_cabin_staff_service_summary,pos_seat_comfort_summary,neg_food_and_beverages_summary,neg_inflight_entertainment_summary,neg_wifi_connectivity_summary,neg_value_for_money_summary,neg_ground_service_summary,neg_cabin_staff_service_summary,neg_seat_comfort_summary,flight_id,flight_date,route_id,seat_type,is_recommended,rating_overall,rating_seat_comfort,rating_cabin_staff_service,rating_ground_service,rating_value_for_money,rating_food_beverages,rating_ife,rating_wifi_connectivity
79,13,2025-03-23,"海外赴任中のアメリカ人ビジネスマンとして、ロサンゼルスから東京までの長距離フライトを利用したレビューを想像しました。

今回利用した航空会社のシートはとても快適で、リクライニング角度も広く、休憩中は横になってくつろぐことができました。しかし、Wi-Fi接続が非常に遅く、仕事をするどころか、ネットサーフィンさえもままなりませんでした。フライト時間を無駄に過ごした気分になりました。それでも、高いチケット代に見合うリラックスできる環境を提供してくれる航空会社だと感じました。",-,-,-,高額なチケット代に見合う、リクライニング角度の広い快適なシートで、リラックスできる環境が提供されていた。,-,-,シートは非常に快適で、広いリクライニング角度により横になってくつろぐことができました。,-,-,Wi-Fi接続が非常に遅く、仕事やネットサーフィンができず、長時間のフライト時間を無駄に過ごした気分になった。,高額なチケット代を支払ったにもかかわらず、Wi-Fi接続が非常に遅く、仕事やネットサーフィンもできずフライト時間を無駄に過ごしてしまった。,-,-,-,S450-XLR,2025-03-22,NRT-SIN,Premium Economy,True,4,4,5,3,3,3,3,4
80,97,2025-01-24,先日、久しぶりに海外旅行で長距離便を利用しました。子供の頃から海外旅行が好きで年に数回は利用していますが、最近は長時間のフライトで腰が痛くなることが多くなってきてしまいました。座席に座っていると、どうも腰が痛くなります。もっと体に優しいデザインにしてほしいと思いました。実際、シートピッチが狭すぎて足が窮屈でした。もっと広い席にして欲しいです。しかし、機内食がとても美味しく、特にデザートが絶品だったので、辛い思いも我慢できました。飛行機の中でこんなに満足した食事を食べたのは初めてです。,機内食がとても美味しく、特にデザートが絶品で、飛行機の中でこれほど満足した食事を食べたのは初めてでした。,-,-,-,-,-,-,-,-,-,-,-,-,長時間のフライトで腰が痛くなり、シートピッチが狭すぎて足が窮屈だったので、もっと体に優しいデザインの広い席にして欲しい。,A425-900,2025-01-23,NRT-CDG,First Class,True,4,3,3,5,3,3,4,4
91,37,2025-01-03,先日初めて利用した国際線の機内エンターテイメントは自分のNetflixアカウントと連携でき、家で観ているような感覚で映画を楽しめました。非常に便利でした。また、座席の肘掛けが調整可能で、自分の座り方に合わせて使えるのが良かったです。しかし、映像が常にカクカクしていて快適に視聴できませんでした。長時間のフライトで楽しみにしていただけに残念でした。改善の余地ありです。,-,Netflixアカウントと連携でき、家で観ているような感覚で映画を楽しめて非常に便利でした。,Netflixアカウントと連携できたので、家で観ているような感覚で映画を楽しめました。,-,-,-,座席の肘掛けが調整可能で、自分の座り方に合わせて使えるのが良かったです。,-,-,-,-,-,-,-,A392-300,2025-01-02,NRT-SIN,Economy Class,True,3,5,3,4,4,3,3,3
92,86,2025-04-14,先日は海外旅行で長時間のフライトでした。子供が騒いで周りに迷惑をかけないか心配でしたが、快適なサービスのおかげで安心して過ごせました。機内で観た映画が、家で観るよりも圧倒的に高画質で、まるで映画館にいるような気分になりました。リクライニングが心地よく、映画を見ながらリラックスできました。非常に快適でした。高い料金でも、それだけの価値があるサービスが提供された。長時間のフライトでも快適に過ごせた。,-,映画の画質が家で観るよりも圧倒的に高く映画館のような気分で、リクライニングも心地よく映画を見ながらリラックスできた。,-,高い料金でしたが、快適なサービス、高画質の映画、心地よいリクライニングなど、長時間フライトでも価値のある体験ができました。,-,快適なサービスのおかげで、子供が騒ぐことを心配していましたが安心して長時間フライトを過ごすことができました。,リクライニングが心地よく、映画を見ながらリラックスできて非常に快適でした。,-,-,-,-,-,-,-,E180-E2,2025-04-13,NRT-CDG,Premium Economy,True,5,5,5,3,4,4,3,3
93,50,2025-01-26,私は普段あまり海外旅行に行く機会がないので、久しぶりの海外旅行で楽しみにしていました。目的地までは長時間のフライトとなるため、少し不安もありましたが、実際搭乗してみると、長時間の待機中、スタッフが気配りを見せ、飲み物のサービスをしてくれた。少しの配慮が大きな安心感に繋がった。しかし、座席のリクライニングがスムーズでなく、身体に負担がかかりました。,長時間の待機中、スタッフが気配りを見せて飲み物のサービスをしてくれたことで、大きな安心感を得られました。,-,-,-,長時間の待機中、スタッフの気配りと飲み物サービスが安心感を与えてくれた。,長時間の待機中、スタッフの気配りと飲み物サービスが安心感を与えてくれた。,-,-,-,-,-,-,-,リクライニングがスムーズに動かず、身体に負担がかかりました。,B830-10,2025-01-25,HND-ITM,Economy Class,True,4,4,3,3,4,4,4,3
94,33,2024-11-24,先日利用した航空サービスが最悪でした。まず、座席のタッチスクリーンが全く反応せず、何度も試す羽目に。これではエンタメどころではありません。さらに機内で食事をした際、隣の席の乗客に食事をこぼしてしまい、スタッフはすぐに助けてくれるかと思ったが、対応が遅く、その後も謝罪やフォローは一切なし。出された機内食も冷たくて硬く、まるで予算を削った感じがして非常に不愉快だった。問題が解決した後のスタッフの態度にも不満が残りました。私は普段から仕事で頻繁に飛行機を利用しますが、こんなに不満を感じたのは初めてです。,-,-,-,-,-,-,-,機内食が冷たくて硬く、予算削減を感じさせる品質で非常に不愉快だった。,機内食が冷たくて硬く、予算削減を感じさせる品質で非常に不愉快だった。,-,機内食が冷たく硬く、予算削減を感じさせる品質で非常に不愉快だった。,-,食事をこぼした際のスタッフの対応が遅く、その後の謝罪やフォローが一切なかった上、問題解決後の態度にも不満が残りました。,座席のタッチスクリーンが全く反応せず、何度も試さなければならなかった。,A425-900,2024-11-23,NRT-CDG,Economy Class,False,1,2,3,3,3,3,3,4
95,55,2024-12-18,先月、久しぶりに海外旅行を楽しむためにこの航空会社を利用しました。私は普段あまりお酒を飲まないのですが、長距離のフライトで喉が乾いてしまい、フライト中に何度も飲み物を頼んだのですが、なかなか届かず、乾いた喉を我慢する羽目になりました。サービスが遅くて不快だったです。しかし、座席が柔らかくリクライニングもスムーズで、映画を観るのに最適な環境だったので、長時間のフライトでも疲れを感じませんでした。実際、座席のクッションが柔らかく、長時間でも疲れにくかったです。次回もこの航空会社を選びたいです。,-,座席が柔らかくリクライニングもスムーズで、映画鑑賞に最適な環境だったため、長時間のフライトでも疲れを感じなかった。,-,-,-,-,座席が柔らかくリクライニングもスムーズで、長時間のフライトでも疲れを感じませんでした。,フライト中に何度も飲み物を頼んだのに、なかなか届かず、乾いた喉を我慢する羽目になり、サービスが遅くて不快でした。,フライト中に何度も飲み物を頼んだのに、なかなか届かず、乾いた喉を我慢する羽目になり、サービスが遅くて不快でした。,-,-,-,フライト中に何度も飲み物を頼んだのに、なかなか届かず、乾いた喉を我慢する羽目になり、サービスが遅くて不快でした。,-,E180-E2,2024-12-17,HND-LHR,Premium Economy,True,4,3,4,2,4,4,3,3
96,1,2024-12-07,"私は家族と一緒に海外旅行に行くために、初めてこの航空会社の飛行機を利用しました。私は普段から映画鑑賞を趣味としており、長距離のフライトではいつも機内エンターテイメントを利用しています。ところが、今回は映画を途中で止めてしまったことがあり、再開したときに前の場所に戻らないという問題に遭遇しました。これは非常に不便で、ストーリーを思い出すのに時間がかかりました。

しかし、機内でのWi-Fiが快適に利用できたおかげで、映画鑑賞やネットサーフィンがとても楽しめました。私は機内で提供されているコンテンツ以外にも、自分の好きな映画をストリーミングで視聴することができました。また、家族とのコミュニケーションもWi-Fiのおかげでスムーズに行うことができました。旅行中、家族と動画通話をしたかったのですが、Wi-Fi接続がとても快適で、ずっと繋がっていられたので、安心して楽しむことができました。快適な機内Wi-Fiは、長距離フライトのストレスを大幅に軽減してくれました。",-,快適なWi-Fi接続のおかげで、機内で提供されているコンテンツ以外にも好きな映画をストリーミングで視聴でき、長距離フライトのストレスが大幅に軽減された。,快適な機内Wi-Fiのおかげで映画のストリーミング視聴や家族との動画通話が途切れることなく楽しめ、長距離フライトのストレスが大幅に軽減された。,-,-,-,-,-,-,-,-,-,-,-,A425-900,2024-12-06,NRT-SIN,Business Class,True,4,2,3,4,4,4,4,4
97,16,2025-04-08,最近、仕事でシンガポールに行く機会があり、初めてこの航空会社のビジネスクラスを利用しました。普段はエコノミークラスで我慢していますが、今回は特別にアップグレードしていただいたので期待していました。まず、足元に十分なスペースがあり、フライト中も足を自由に動かすことができて快適でした。しかし、Wi-Fiの質が悪すぎて、オンラインでの仕事が全くできなかった。あの値段を払った意味がなかった。また、私が座席で寝ていたとき、スタッフが私の足元を無理やり通ろうとして、非常に不快に感じた。少しの気配りや声掛けがあれば、もっと快適に過ごせたはず。,-,-,-,-,-,-,足元に十分なスペースがあり、フライト中も足を自由に動かすことができて快適でした。,-,-,Wi-Fiの質が悪すぎてオンラインでの仕事が全くできず、ビジネスクラスの料金を払った意味がなかった。,Wi-Fiの質が悪すぎてオンラインでの仕事ができず、高額な料金を支払った意味がなかった。,-,寝ている時にスタッフが声をかけずに足元を無理やり通ろうとして不快だった。,スタッフが私の足元を無理やり通ろうとして非常に不快だった。少しの気配りや声掛けがあれば良かった。,B845-9,2025-04-07,NRT-LHR,Premium Economy,False,3,4,3,4,3,2,3,3
98,26,2025-04-13,私は普段あまり海外旅行に行く機会がないのですが、たまたま仕事でロンドンに行くことになり、久しぶりに海外旅行を楽しみに搭乗しました。機内エンタテイメントのインターフェースが直感的で使いやすく、ストレスなく映画や音楽を選べました。映画も新作が多くて大満足。お腹が空いたので機内食を楽しみにしていたら、飛行機で提供される食事がこんなにおいしいとは思わなかった。特にスープは温かくてホッとする味で、心まで温まった。到着まであっという間で、とても快適なフライトでした。,機内食が予想以上においしく、特に温かいスープは心まで温まる味わいでした。,インターフェースが直感的で使いやすく、ストレスなく映画や音楽を選べ、新作映画も多くて大満足でした。,-,-,-,-,-,-,-,-,-,-,-,-,B812-6,2025-04-12,NRT-LHR,First Class,True,5,5,4,4,4,3,3,3
99,110,2025-05-06,私は普段から海外旅行によく出かける。今回もロンドンへの出張で利用した。搭乗したクラスはエコノミークラスだったが、背もたれが調整可能で、自分に合った角度にできるので非常に快適だった。機内エンターテイメントも楽しみにしていたが、ミュージックチャンネルで邦楽が1アルバムだけ、後は聞いたことのないインディーズばかりで、結局ホワイトノイズを流して寝るしかなかった。,-,-,-,-,-,-,背もたれが調整可能で自分に合った角度にできるので非常に快適だった。,-,-,-,-,-,-,-,A390-100,2025-05-05,NRT-SIN,Premium Economy,True,4,2,4,4,3,4,3,3
100,34,2025-03-13,先日初めてシドニーに行く機会があり、海外の空港で迷ったところをスタッフの方が親切に案内してくれました。とても助かりました。シドニーから日本へのフライトでは残念ながらオーダーにミスが目立ち、食事や飲み物の提供に時間がかかりました。何度も注文を取ったり提供したりするたびに間違えていたので、少しの工夫で改善できると思いました。,-,-,-,-,海外の空港で迷った際、スタッフが親切に案内してくれて助かりました。,-,-,シドニーから日本へのフライトでオーダーのミスが目立ち、提供に時間がかかった上、何度も注文や提供の際に間違いがあった。,シドニーから日本へのフライトでオーダーのミスが目立ち、提供に時間がかかった上、何度も注文や提供の際に間違いがあった。,-,-,-,シドニーから日本へのフライトでは、オーダーミスが多く、食事や飲み物の提供に時間がかかった。,-,A392-300,2025-03-12,NRT-CDG,First Class,True,3,3,4,3,4,3,3,4
11,24,2025-02-04,先日利用した際はビジネス出張の途中で機内食が出されたが、冷めていて非常に不味かった。忙しい中での食事だったので、せめて温かいものが食べたかった。とはいえ、乗っている間、子どもが退屈しないように配慮されているので、家族旅行にも最適だと思う。実際、以前家族で利用した際は子供も楽しそうにしていたので、また利用したい。,-,子どもが退屈しないような配慮があり、以前家族で利用した際も子供が楽しめたので、家族旅行に最適だと感じた。,-,-,-,-,-,機内食が冷めていて非常に不味く、忙しい中での食事だったので温かいものを提供してほしかった。,機内食が冷めていて非常に不味く、忙しい中での食事だったので温かいものを提供してほしかった。,-,-,-,-,-,B830-10,2025-02-03,HND-ITM,Economy Class,True,4,4,3,1,4,3,3,3
12,43,2025-01-19,先月、家族でアメリカに旅行に行った際、利用した航空会社のサービスにいくつか不満があった。まず、自動チェックイン機が故障しており、スタッフに案内されても対応が遅く、長時間並ぶ羽目になった。もっと機器のメンテナンスに気を使ってほしい。フライト中は乗客が多くて少し混雑していたが、映画や音楽を楽しむスペースは確保されていて快適だった。しかし、フライトが非常に混雑していて、飲み物を頼んでもなかなか回ってこなかった。さらにお水がないと言われてかなり不安になった。家族で利用する際はもう少し改善を望みたい。,-,フライト中は混雑していたものの、映画や音楽を楽しむスペースが確保されていて快適だった。,-,-,-,-,-,フライトが混雑していて飲み物の提供が遅く、水がないと言われて不安になった。,フライトが混雑していて飲み物の提供が遅く、水がないと言われて不安になった。,-,-,自動チェックイン機が故障していて、スタッフの対応も遅く、長時間並ばされた。機器のメンテナンスをもっと徹底してほしい。,フライトが混雑していて飲み物の提供が遅く、水がないと言われて不安になった。,-,A425-900,2025-01-18,HND-LHR,Economy Class,False,3,4,3,1,3,4,3,3
13,9,2025-01-23,最近、家族で海外旅行に行くために航空会社を利用しました。私は長時間のフライトで腰が痛くなることが多いので、快適な座席を期待していたのですが、やはり長時間座っていると痛くなってしまいました。もっと快適に座れるシートがあれば良いなと思いました。ただ、機内サービスは非常に良く、飲み物サービスは親切で、コーヒーやジュースのリフィルもこまめにしてくれたので助かりました。フライトが遅れた際も、スタッフが待機中の案内をしっかり行ってくれ、遅延の原因や最新情報を逐一提供してくれたので、安心して待つことができました。こうした細やかな配慮に感謝しています。,飲み物サービスは親切で、コーヒーやジュースのリフィルもこまめにしてくれたので助かりました。,-,-,-,フライトが遅れた際も、スタッフが待機中の案内をしっかり行い、遅延の原因や最新情報を逐一提供してくれたので安心して待つことができました。,飲み物サービスが親切で、コーヒーやジュースのリフィルをこまめにしてくれたほか、フライト遅延時には待機案内をしっかり行い、原因や最新情報を逐一提供してくれたおかげで安心して待つことができました。,-,-,-,-,-,-,-,長時間のフライトで腰が痛くなってしまい、もっと快適に座れるシートを望んでいる。,S410-XLR,2025-01-22,HND-SFO,First Class,True,4,3,3,4,4,3,3,5
14,74,2025-02-10,私は仕事で頻繁に海外を訪れる機会が多い。最近、ある航空会社を利用して長距離のフライトを経験した。座席が非常に広くて、両隣の乗客とぶつかることなくゆったりと過ごせました。フライト中、乗務員が私のリクエストをすぐに対応してくれ、食事の選択肢を変えてくれたおかげで快適に過ごせた。常に笑顔で対応してくれて、温かい気持ちになった。,乗務員が私のリクエストに応じて食事の選択肢を変更してくれたおかげで快適に過ごせました。,-,-,-,-,乗務員がリクエストにすぐ対応し、食事の選択肢を変更してくれたうえ、常に笑顔で接してくれたおかげで快適に過ごせました。,座席が非常に広く、両隣の乗客とぶつかることなくゆったりと過ごせました。,-,-,-,-,-,-,-,S450-XLR,2025-02-09,HND-CTS,Premium Economy,True,5,3,4,3,3,4,4,4
15,24,2024-12-28,先日、久しぶりに海外旅行で羽田空港を利用しました。空港内のトイレが使用不可になっていたが、スタッフからの事前の知らせがなく、利用する際に不便だったのが残念でした。案内が不足していると感じました。飛行機に搭乗してからも残念なことが続きました。映画や音楽を楽しむ予定だったが、機内Wi-Fiが使えず全く何もできなかったのです。長時間のフライトでこれは最悪でした。しかし、機内で体調を崩してしまった際には、スタッフがすぐに温かいお茶を持ってきてくれ、回復するまでずっと見守ってくれました。海外旅行は5年ぶりで楽しみにしていただけに最初は残念な思いをしましたが、最後はとても助かりました。,体調を崩した時にスタッフがすぐに温かいお茶を持ってきてくれて回復するまで見守ってくれたのが助かった。,-,-,-,-,体調を崩した際、すぐに温かいお茶を持ってきてくれ、回復するまで見守ってくれたおかげで助かりました。,-,-,-,長時間フライト中にWi-Fiが全く使えず、予定していた映画や音楽を楽しむことができなかった。,-,空港内のトイレが使用不可だったにも関わらず、事前の案内がなく不便を感じた。,-,-,E260-E3,2024-12-27,NRT-SIN,Economy Class,True,3,3,4,3,4,2,4,3
16,7,2024-12-09,先日は初めての海外旅行で緊張していたのですが、空港内での案内がとても分かりやすく、迷わずゲートに到着できました。スタッフがあらかじめ詳細な情報を提供してくれたので、安心してフライトを楽しめました。機内でもスタッフが飛行機の機内での役割をよく理解していて、いつでも頼んだことをきちんと処理してくれたので、とても快適な旅となりました。,-,-,-,-,空港内の案内が分かりやすく迷わずゲートに到着でき、スタッフが事前に詳細な情報を提供してくれたおかげで安心してフライトを楽しめました。,機内スタッフが役割をよく理解していて、頼み事を確実に処理してくれたおかげで快適に過ごせました。,-,-,-,-,-,-,-,-,B830-10,2024-12-08,NRT-LHR,Economy Class,True,5,4,3,3,3,4,4,4
17,78,2024-12-19,先日、家族で海外旅行に行った際、子どもの機嫌が悪くなってぐずり始めたときに、航空会社のスタッフに助けを求めたが、無視された。海外旅行は初めてで、子どもも小さかったので心配だったが、もう少し子供連れに配慮して、優しく声をかけてほしいと思った。しかし、別の便では、子どもがぐずり始めたときに、スタッフがすぐにおもちゃや絵本を持ってきてくれた。予想以上に気配りが行き届いていて、感謝している。,-,子どもがぐずった時にスタッフがすぐにおもちゃや絵本を持ってきてくれて、予想以上の気配りに感謝しています。,-,-,-,子どもがぐずり始めた時、スタッフがすぐにおもちゃや絵本を持ってきてくれて、予想以上の気配りに感謝しています。,-,-,-,-,-,-,子どもがぐずった時に助けを求めたのに無視され、初めての海外旅行で子連れだったため不安だったので、もっと配慮して声をかけてほしかった。,-,B845-9,2024-12-18,HND-ITM,Economy Class,True,4,3,4,3,4,3,4,3
18,51,2025-03-27,先日は海外旅行で長時間のフライトでしたが、スタッフの皆さんがいつも快適に過ごせるように気配りをしてくれていたので、長時間でも全く不快に感じなかったです。ただ、機内エンターテイメントの映像の画質が悪く、何度も再起動しないと視聴できなかったのは残念でした。飛行機内の設備管理が甘いと感じました。しかし、旅行中に予期しない問題が起こった際には、スタッフが迅速かつ適切な解決策を提案してくれて、問題がスムーズに解決したので、総合的には良いサービスだったと思います。,-,-,-,-,旅行中に予期しない問題が発生した際、スタッフが迅速かつ適切な解決策を提案してくれたおかげで問題がスムーズに解決しました。,スタッフの皆さんが長時間フライト中も常に気配りをしてくれたおかげで快適に過ごせましたし、旅行中に予期しない問題が発生した際も迅速かつ適切な解決策を提案してくれて助かりました。,-,-,-,-,-,-,-,-,E190-E2X,2025-03-26,HND-CTS,Economy Class,True,4,2,4,3,4,4,4,5
19,40,2024-12-13,私は仕事でよく海外に行くが、最近は疲れが溜まっていたので、久しぶりにビジネスクラスでヨーロッパへ向かった。搭乗してまず感じたのは、思ったより機材が古かったことだ。私の足元のスペースが狭かったが、スタッフがすぐに配慮してくれ、リクライニングを調整してくれた。機内で出されたワインが非常に美味しく、フライト中にリラックスした時間を過ごせた。,機内で提供されたワインが非常に美味しく、フライト中にリラックスした時間を過ごせました。,-,-,-,-,足元のスペースが狭かった際、スタッフがすぐに配慮してリクライニングを調整してくれた。,スタッフが迅速に対応し、リクライニングを調整してくれたおかげで、狭かった足元スペースの問題が解消された。,-,-,-,-,-,-,機材が古く、足元のスペースが狭かった。,B845-9,2024-12-12,HND-SFO,Economy Class,True,4,4,3,4,4,3,3,3
20,98,2024-12-05,先月、家族と一緒に海外旅行に行くために夜行便を利用しました。子供たちが機内エンターテイメントでゲームを楽しんでいたのですが、ゲームコントローラが壊れていてスタートが押せないというトラブルがありました。CAさんに報告したところ、また戻って来ますと言われたまま、なかなか対応してもらえず、結局そのままになってしまいました。ただ、機内Wi-Fiの速度は速く、フライト中でも家族と連絡を取り合うことができたので、他の点では非常に助かりました。暇つぶしに紙の安全カードを眺めていたのが記憶に残っています。,-,-,高速なWi-Fiのおかげでフライト中も家族と連絡を取り合うことができて非常に助かりました。,-,-,-,-,-,-,-,-,-,CAさんに壊れたゲームコントローラを報告したが、対応すると言われたまま戻ってこず、結局問題は解決されなかった。,-,E190-E2X,2024-12-04,NRT-LHR,Premium Economy,False,3,2,4,4,3,4,3,3
51,11,2025-04-01,最近、海外旅行で長時間のフライトを利用しました。私は普段からSNSを頻繁に更新するので、フライト中もWi-Fiが安定していて助かりました。SNSや映画を観るのに困ることなく過ごせたのは非常に便利でした。また、機内食のサラダが新鮮で美味しかったです。食事が軽くて健康的で、長時間のフライトでも体が楽だったので、快適に過ごすことができました。しかし、旅行先で荷物が届かなかった時は空港スタッフに問い合わせたものの、返答が遅く、手続きも煩雑で、結局荷物が届くまでの数日間、非常に不便な思いをしました。,機内食のサラダが新鮮で美味しく、軽くて健康的だったので長時間のフライトでも体が楽でした。,長時間フライト中もWi-Fiが安定していたため、SNSの更新や映画鑑賞を快適に楽しむことができました。,フライト中のWi-Fiが安定していたため、SNSの更新や映画鑑賞を問題なく楽しむことができました。,-,-,-,-,-,-,-,-,荷物が届かなかった時、空港スタッフの返答が遅く、手続きも煩雑で、荷物が届くまでの数日間非常に不便だった。,-,-,S450-XLR,2025-03-31,NRT-CDG,Economy Class,True,4,3,4,4,4,4,4,2
52,52,2024-12-18,最近、家族で海外旅行に行くために、久しぶりにこの航空会社を利用しました。事前に機内食を注文していたのですが、届いた食事がメニューにないものだったのでがっかりしました。スタッフは特にお詫びもなく無言で去って行ったので、せっかく楽しみにしていた食事が台無しになり、とても残念だった。しかし、提供された食事自体はヘルシーで消化に優しいもので、フライト中も快適に過ごすことができました。ただ、長時間座っていると背中が痛くなりました。背もたれの角度が調整できなかったので、少し不満でした。,提供された機内食はヘルシーで消化に優しく、フライト中も快適に過ごせました。,-,-,-,-,-,-,注文した機内食と実際に提供されたものが異なり、スタッフは謝罪もなく無言で去ってしまったため、楽しみにしていた食事体験が台無しになった。,注文した機内食と実際に提供されたものが異なり、スタッフは謝罪もなく無言で去ってしまったため、楽しみにしていた食事体験が台無しになった。,-,-,-,機内食が注文したものと違っていたのに、スタッフは謝罪もなく無言で立ち去ってしまい、楽しみにしていた食事体験が台無しになった。,長時間のフライトで背もたれの角度が調整できず、背中が痛くなってしまった。,A392-300,2024-12-17,HND-SFO,First Class,False,3,4,3,4,4,3,2,4
53,29,2025-05-05,最近、仕事で海外出張が増えたので、効率よく仕事をするために、航空会社のプレミアムエコノミーを利用した。乗客に対してフレンドリーな対応をしてほしかったが、何度も頼みごとをすると、明らかに不快そうな顔をされて返答が遅かった。出張中にフライト時間を有効活用しようと思っていたが、Wi-Fi接続が不安定で、仕事が全く進まなかった。コストを払ったのに、あんなに使えないネット接続はあり得ない。さらに、シートの音量がバラバラで、快適に映画を楽しめなかった。,-,-,-,-,-,-,-,-,-,Wi-Fi接続が不安定で仕事が全く進まず、コストを払ったにもかかわらず使い物にならなかった。,プレミアムエコノミーの料金を支払ったのに、Wi-Fi接続が不安定で仕事が全く進まなかった。,-,何度も頼みごとをすると、明らかに不快そうな顔をされて返答が遅かった。,シートの音量がバラバラで、映画を快適に楽しめなかった。,B905-12,2025-05-04,NRT-CDG,Premium Economy,False,2,2,4,4,3,1,3,3
54,84,2024-12-15,私は家族でよく海外旅行に行くのですが、最近はコロナ禍での規制が緩和されたこともあり、久しぶりに海外旅行を楽しんできました。利用した航空会社は以前も利用したことがあり、機内食も美味しかったので期待していたのですが、残念な点がいくつかありました。まず、機内の広告が多すぎて、映画を楽しんでいる最中でも何度も中断されてストレスでした。また、フライト中、飲み物のサービスをお願いしたが、スタッフが何度も通り過ぎてしまい、最終的に自分でカートまで取りに行く羽目になった。搭乗客数に対して十分な人数がいたはずなのに、どうしてこんなに対応が遅いのか理解できなかった。,機内食が美味しかったので期待していた。,-,-,-,-,-,-,フライト中に飲み物サービスを頼んだが、スタッフが何度も通り過ぎてしまい、結局自分でカートまで取りに行かなければならなかった。,フライト中に飲み物サービスを頼んだが、スタッフが何度も通り過ぎてしまい、結局自分でカートまで取りに行かなければならなかった。,-,-,-,飲み物のサービスを依頼したにもかかわらず、スタッフが何度も通り過ぎてしまい、結局自分でカートまで取りに行かなければならなかった。,-,S410-XLR,2024-12-14,HND-SFO,Business Class,False,2,2,4,3,4,4,3,3
55,78,2024-12-31,今回初めてビジネスクラスを利用したが、高い料金を払った価値があり、快適な座席、優れたサービス、そして美味しい食事に満足した。料金が高かったが、その分だけ快適さが充実しており、全体的に大満足のフライトだった。私は普段あまり海外旅行をしないので、贅沢な時間を楽しんだ。長時間のフライトで、機内食を楽しみにしていたが、食事の量が少なく、物足りなかった。もう少しボリュームが欲しい。,美味しい食事に満足した。,-,-,高い料金を払ったが、快適な座席、優れたサービス、美味しい食事が充実しており、その価値は十分にあった。,-,優れたサービスに満足した。,高い料金を払った価値があり、快適な座席に満足した。,機内食の量が少なく物足りなかったので、もう少しボリュームが欲しい。,機内食の量が少なく物足りなかったので、もう少しボリュームが欲しい。,-,-,-,-,-,B905-12,2024-12-30,NRT-CDG,First Class,True,4,4,3,3,5,3,4,3
56,19,2025-03-27,友人の結婚式に出席するために、久しぶりに海外へ旅行しました。約10時間の長距離フライトでしたが、機内エンタメの選択肢が豊富で、最新の映画やドラマ、音楽などを楽しむことができ、退屈せずに過ごすことができました。しかし、座席に着いたところ、シートカバーが汚れていたので少し残念でした。もっと清潔に保って欲しいと思います。,-,最新の映画やドラマ、音楽などの選択肢が豊富で、10時間の長距離フライトでも退屈せずに過ごせました。,-,-,-,-,-,-,-,-,-,-,-,シートカバーが汚れていたので、もっと清潔に保って欲しいと思いました。,A450-800,2025-03-26,NRT-CDG,Premium Economy,True,4,5,3,4,4,4,4,3
57,44,2025-01-05,先日、家族で海外旅行に行った際、利用した航空会社のサービスに感動しました。機内エンターテイメントで子ども向けのアニメーション映画が充実しており、子どもが機内で退屈することなく過ごせました。映像が美しく、映画館で観るような臨場感を楽しめました。素晴らしい体験です。しかし、飛行中に気流の乱れがあり、緊急の対応が必要だった際に、スタッフが指示を出してくれず、周囲の乗客が混乱していた。スタッフはもっと冷静に指導してくれるべきだった。,-,子ども向けアニメーション映画が充実しており、映像が美しく映画館のような臨場感で、子どもが退屈せずに過ごせました。,-,-,-,-,-,-,-,-,-,-,気流の乱れで緊急対応が必要な状況でスタッフが指示を出さず、乗客が混乱していたので、もっと冷静な指導が必要だった。,-,A470-900,2025-01-04,NRT-CDG,Premium Economy,True,4,5,4,4,4,3,1,3
58,76,2024-11-21,私は普段あまり海外旅行に行く機会がないのですが、たまたま仕事でアメリカに行くことになり、評判の良いこの航空会社を利用しました。初めての海外旅行で不安もありましたが、空港内の案内所での対応が非常に親切で、私の質問に丁寧に答えてくれたので安心して旅行を進められました。料金は少し高いと感じましたが、機内サービスや座席の快適さ、エンタメが素晴らしく、全体的に非常に満足しました。,-,エンタメが素晴らしく、全体的な満足度に貢献していました。,-,料金は少し高いと感じたが、機内サービスや座席の快適さ、エンターテイメントが素晴らしく、全体的に非常に満足できた。,空港内の案内所での対応が非常に親切で、質問に丁寧に答えてくれたおかげで安心して旅行を進められました。,-,座席が快適で、機内エンターテイメントも素晴らしかったです。,-,-,-,料金は少し高いと感じました。,-,-,-,A390-100,2024-11-20,NRT-CDG,Premium Economy,True,5,3,4,4,4,3,4,3
